"A","C","D","E"
-0.690544363519707,0.980843495333971,2.50207340449348,-0.430852879507052
2.39553595602243,0.787935706474653,-0.184799225527054,0.3232619853572
0.263435449533102,-0.157991911171342,-0.0125317405872107,0.414950645246613
-1.26509109468393,0.655871891097169,-0.0917386521112066,-0.599728780977569
1.42895042051023,-1.03720208773651,2.22076220011515,-1.12637583218038
-0.611901593177833,-1.88649093582431,0.946153912406139,0.938507706337893
0.149362816618117,0.591810319188717,0.525369064815668,-0.694545060771817
-0.285757565757538,-0.683056905035891,0.021838240000062,0.74966962882266
-1.27748826238348,-2.41658883566225,-0.217383114462544,0.862241377678414
-1.20496046633448,0.104276318283036,0.434840483710223,-0.493878700332647
-1.42793871175385,-0.955352370240654,-0.650225355561162,0.838595488102274
0.551770464547484,-0.151233320693268,-0.539860287770556,-0.992228381413567
0.548369799079301,0.0275643767677326,0.17856334059291,-0.133796616729527
-0.936229032265321,-0.558507785479506,-1.84680050399524,0.44466127088521
-1.07407967695227,0.698344783717749,-1.33141044265515,-0.0806134101933201
0.0483797765090852,-1.14997959402493,-0.210016287541555,0.163946070037881
-0.0341168423667303,-1.74783456223732,-1.49900606482632,0.985650969768101
-1.354488333304,1.02157337200217,-0.28645137289464,-0.177101540942883
1.23986732282812,-0.699774688726401,-1.54940036427635,1.66038134602009
-1.3011006403443,0.575271510146151,0.242383391536252,-0.336762350570261
-1.2593024563773,0.280414478702539,1.32018952851263,-1.05596163077299
-0.745826172937313,0.541172120740333,-0.530509029144137,-0.926498779858539
-0.544331450445013,-0.300756735134965,-0.766902685766998,0.823887169459043
-0.495594818954654,-1.41745464929107,-2.4837073857779,2.27794519997024
-1.19909711657744,-1.23147483211805,0.092579559382695,1.24580152598505
0.657531374152056,0.000662941857480677,-0.703001119184929,-0.367140483810196
0.297868583111577,1.13450646769254,0.409813896242211,-0.514833425871741
-1.1396088323313,-0.0651684832382952,-0.426844420365725,-0.819332167417854
0.519378471274421,0.590243329030213,-1.2646020304229,0.924958478681888
0.362684571145007,-0.940028889167627,-0.406475880609372,-0.116875617439576
-0.629411537807013,0.0573108937806344,0.177334840999445,0.825501201077571
-0.234347381406863,-0.31734751140653,0.681864124611533,-1.06593564481982
0.390712738602138,-1.12584868892513,-0.431049562919317,1.26786806371143
0.3650724454004,0.287801090482432,-0.703625564441317,0.520490835189814
-0.325248396182307,-1.86326681239463,-0.206403497258273,1.69103228759373
-1.51870521686829,-1.10437101192268,-2.70165156021285,0.918439611473622
-0.971344608522389,-0.834551577024067,0.729650850074519,0.372305493203568
-1.06981326313157,1.06772624062274,0.239665903136208,-1.75938112780471
1.13018425256766,0.611108922842719,-0.698734258389486,-0.282048689491032
-0.420589602301522,0.115535490089223,-0.86105030921694,0.648771339449614
-0.31720499850696,1.52583396374163,-0.369734345125651,0.465236283729631
-0.660104807522027,-0.950780970464202,-0.908616741233214,1.31269259186923
-0.640718069860741,-0.317465387795754,0.982538653995789,-1.33288513425581
0.0925390758678861,0.875201773347828,-0.120420762912831,-0.317621412926283
2.55630983035482,1.03367583212929,-0.362040656827945,0.0187162251873623
1.76115931748174,-0.112184150823617,-0.372312288746454,-0.889773422012049
-0.265619608195408,-1.46667300471312,1.58803859090225,-0.874602754508263
-1.680700435315,-0.0486451851343067,0.00464343704031141,1.17032617171756
0.250032327790585,-2.41067264487484,0.537425913849659,0.593756577304275
-0.734694819572794,0.751730986919874,0.989416361948145,-0.881750557453125
0.701576335597567,-0.537197224498139,-1.08734785220001,0.353231692968
