"A","B","C","E"
1.88533877867868,-1.42012356445673,-0.931985358015762,0.915453430558404
-0.819733786113672,-1.30509508134742,-0.403866500435584,0.507798597645469
-0.265125331939782,0.0541711943376968,-0.1858753775357,0.91863374867897
2.90002469627506,-0.0294212400501412,0.106008815542485,-0.483183755004154
-0.662243463770669,0.835473600492902,-0.17061318746165,1.03886955324733
-0.0581540054061229,-2.20321445968265,0.428093973564203,-1.36232575555543
-0.202354560485673,1.45255159662552,-0.476320982897828,-0.153216182932949
-0.0913916750940642,0.356289865422104,-0.941171700645371,-0.486584845239215
-1.53883835860725,-0.764032127737708,-0.25054914000405,0.413809369851174
-0.226804548659936,0.712817094385304,-0.418614119852868,-0.525459849215477
0.150231483192534,-0.0690756272178171,0.633472980405102,0.0192726945741544
-0.219928873737661,1.09378904094302,0.874449976554642,-0.439475929525153
-0.258800804246032,1.40977774780369,1.14965065319357,1.97310536570991
-0.149611515948603,1.10973967779896,1.68097618552303,0.652546302133853
-0.528567191268681,0.232321418974194,-1.0429352224427,-0.195969518147121
-0.579957826366612,0.237718704574084,0.899550110894187,-1.50461020603495
0.56182481509959,0.977005244027925,0.266638265973746,-0.491448969604677
0.211554378231041,1.64897663835473,0.327919192270216,-0.0207650014369154
-0.622466743843683,0.68020301058501,0.0982501124912927,-0.142227849054975
-1.36670776425451,0.89449011779503,1.16800982436023,-0.958710872558443
-0.0916371277082537,-0.858763912582715,-0.994674592549306,1.03516584118675
0.365901732783683,0.374839777994841,-0.532913905851391,-1.60095729462654
-0.0532063207624072,-0.531201130262486,-0.482430965535032,-0.526832184898153
-1.41450979493267,-0.209097862168351,0.237221614537721,0.608508930422517
1.71440203810097,1.14905257815038,0.476782001209018,1.81605310462029
-0.683587193626274,0.292951404956558,-1.00854643098518,-0.31684140505796
1.19123552736322,0.376881601771191,-2.27219580685443,-0.627286930615199
1.26963190183291,-2.44022350352993,-2.69425902294095,1.0806926946032
-0.0684285660477638,0.737333920589732,-0.244919487033482,0.381337945515278
-0.544942452558395,-1.27912309482536,0.42048597387379,0.775441413395077
-0.680409489344137,-0.890941410437064,-0.00354885408473069,-1.08117211304821
-1.05718914246976,-0.989669365983038,0.164965273803199,-0.81313547657823
-0.396711079357866,0.46904927751288,-0.459174715187838,-0.726618910372562
-0.888144238086513,-1.14946570067839,-1.52673485073773,-0.917923166116137
0.496325246066426,2.51254553888912,-0.190975496008763,2.27947830227207
1.15942705869465,1.16204735188091,0.502047746671627,0.337973560680381
2.7896524702251,-0.80318288714243,-0.101700151827761,-0.601771433552182
-1.31635914302703,0.306584983766561,-0.0874478427100296,-1.3562183768118
0.551904202149237,1.48706774138136,1.56516965484982,-0.333556111647061
-0.357448123033313,-0.319389778362021,0.778695692943328,1.01993278396288
0.208606098767278,0.644231901192621,1.16312435252141,1.28822368101767
0.0128315594911437,0.556212567906441,0.288633868559598,1.9160418359656
-0.0818788633644715,0.0683645306866796,0.587704720833488,1.2344605800014
0.0964053996934041,-0.314739702593785,0.0796143239754443,1.18308559810874
0.617689114968929,0.962450751102935,0.123993872686546,0.254862074328139
-0.327424757474319,0.159155677364376,-0.927956334252653,0.134008528510512
1.17415271948147,-0.127675673531331,0.328295391415629,1.33628499472167
-0.904470835839671,1.96017175024596,1.17835387352531,0.731216591277734
-0.0663368820089359,-0.412202134960223,-0.672047171095335,0.545737464325697
-0.863971859307527,-0.173035578929943,-1.64657289425052,-4.20859022043291
0.334633350524154,-0.989929785014431,0.453531619963023,-1.2626606472657
1.22624691637245,-1.23104293942105,-0.662927787120563,-1.2764216053595
0.134343647734084,-1.21517162680207,-0.336014830676965,-0.13708350401005
-0.414513717253585,-0.980469079165842,0.519147010282475,-0.6422918514206
-0.383224149341232,1.25384675876634,0.429756800262492,-0.787128540377206
0.278511122208397,-0.235369820102503,-0.313632429748677,-0.0818232150059334
1.88543517523423,0.292996500843362,-1.88398666558983,-0.666342902160658
0.70553001425026,-0.219055085223744,1.79963051932034,0.0621207115874724
0.0476752681124245,0.83318946591144,-0.964333787076741,0.561353706180605
0.104309901472348,0.156499997714007,0.676613279601651,-1.53942267886523
-1.97868769244154,-0.557371384308138,-0.814488525771705,1.15209542383137
0.450646454808398,-1.25829455122324,1.41032653737777,0.341441457876292
0.224563243857461,0.502455845207549,0.465285815656327,0.206749643296711
0.814985210359884,-0.246801998373724,1.5214876595896,0.041623884414862
-0.277484661320546,0.670468469861193,-1.92002094887855,0.742410905393385
0.0570970484816778,-2.00230362175512,0.779139194686694,0.152467039656999
1.36843347273086,0.229829575889105,0.208028488565764,-0.377751565147643
-0.21989442431718,0.313398054098493,-0.605782218533242,-1.31703018773623
-0.755272473917032,1.75436025098584,-0.0696523034408263,0.775703964965277
0.173099928205233,0.139178335970379,0.844530791325486,1.38790464843763
-0.874089434590989,-1.78253027470898,-1.0929767613565,0.899180394348135
-0.746665932034062,0.260026260123996,1.13443560456927,-0.384238958633128
-2.3845756051891,0.451981138383623,-0.191443937856167,-0.373962070047592
-2.57551811332933,0.773753563448568,0.952824772888036,-0.128872925533142
1.13181869021854,0.00956272909395723,2.00186564748256,-0.864551886129629
1.57180028245945,1.19981686584415,0.846028069991847,-2.23199551032227
-0.903728249084869,-0.82458381121825,0.95598755030323,-0.345986638680207
1.78613074945047,-1.08031050210625,-1.76005312044141,-1.09333876916187
0.0735696099535334,-0.204912368491131,-0.0426854731223935,-0.0845764955178712
-0.122285068569841,0.374051483455707,1.08626702527931,1.54363456942908
1.38983356027412,-0.319832786849099,0.388344867309495,-0.650064777329807
0.100225405633248,0.817678203594159,1.63711634716257,0.00778889738084771
0.466718406673655,-0.230089447865736,-0.562186146849206,-0.0592113834428078
0.569768977633421,-0.472564634000208,1.00193807390193,-1.11710089019353
0.669996936882802,-0.685709487057233,-0.209661242042699,0.606764582613015
0.196053952987603,-0.0741194913476197,0.390760038105722,0.311104474612583
0.834224288531665,0.288840694029828,-0.583547777739394,0.334996626984332
-0.166033970528353,0.574245076553732,0.801115648909157,-1.73328469853825
-0.104006046702209,1.0800452587201,-0.689319006054063,1.20810652173946
0.411762631167593,1.10772990528479,-0.563384297114077,0.184096677974392
-0.441247795747504,0.961231243648881,0.844528414507771,-0.240425531386029
-0.221355096468192,0.623179993312837,0.18475267260438,-0.748638946015983
-1.66495664141991,0.467444110014416,0.958096574618916,-0.152022373487828
-0.466542304351847,-0.202156920167681,1.44319236087668,-0.296391907395823
1.5815768576863,0.0683399717007237,-0.943305767421162,-0.178510275250115
0.539856843126461,-0.418283145767254,-0.241971723560612,0.338335243405868
-0.207384251211064,-0.283014067461963,-0.283301411671743,2.17535479556202
0.790083305469989,-1.0035858654673,-0.511638899502751,-0.677449637112452
-1.4674933974488,-1.11154981879787,-1.18868372140633,-1.24901083896763
0.625894052763276,1.17805983169967,-0.00760514120007883,-1.12561118113913
-0.205558475601672,0.187361245238205,-0.780537073258293,-0.68873091539807
-0.614238226523487,-1.11581658977247,-0.398755690460892,0.929030251619627
-0.515203225965434,0.331658887951923,-2.72207982696956,-0.318987381537693
-3.14555267692909,-1.25622647927483,-0.82020014150008,0.714667604428014
-0.213661304349089,-0.147168990847096,-0.353232495871398,1.11138308379508
1.56414866518284,0.727930256600071,-0.233138105597058,-1.12893362035889
1.23055859141443,-1.01103263446198,-0.769419053229238,-0.245752246687233
-0.00605230269003134,0.790401178532396,0.475445865073897,0.857421099372639
